Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,HasCabin,FamilySize,IsAlone,FamilyCategory,Title,TitleAgeType,Deck,TicketPrefix,TicketLen,FarePerPerson,FareBin,AgeBin,AgeClass,ClassSex,ClassEmbarked,FareClass,TitleSex,WomenChild,HighClassFemale
0,3,male,13.598253968253976,8,2,69.55,S,0,11,0,Large,Master,Child,Unknown,CA,8,6.322727272727272,VeryHigh,Teen,40.79476190476193,3_male,3_S,3_VeryHigh,Master_male,1,0
1,2,female,29.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,13.0,High,Adult,58.0,2_female,2_S,2_High,Mrs_female,1,0
1,1,female,58.0,0,1,153.4625,S,1,2,0,Small,Mrs,Adult,Unknown,PC,8,76.73125,VeryHigh,Middle,58.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1
1,3,female,26.0,0,0,7.925,S,0,1,1,Single,Miss,Young,Unknown,Other,16,7.925,Mid,Adult,78.0,3_female,3_S,3_Mid,Miss_female,1,0
1,1,female,44.0,0,1,57.9792,C,1,2,0,Small,Mrs,Adult,Unknown,None,6,28.9896,VeryHigh,Middle,44.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1
0,3,male,35.663032738095225,0,0,7.225,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.225,Low,Middle,106.98909821428568,3_male,3_C,3_Low,Mr_male,0,0
0,3,male,32.0,0,0,8.3625,S,0,1,1,Single,Mr,Adult,Unknown,None,4,8.3625,Mid,Adult,96.0,3_male,3_S,3_Mid,Mr_male,0,0
0,2,male,26.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,None,5,10.5,Mid,Adult,52.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,16.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,10,8.05,Mid,Teen,48.0,3_male,3_S,3_Mid,Mr_male,0,0
0,3,male,19.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,28.08613077322936,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,84.25839231968808,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,48.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Middle,144.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,47.23933016983016,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Middle,141.71799050949048,3_male,3_Q,3_Low,Mr_male,0,0
0,3,male,9.0,5,2,46.9,S,0,8,0,Large,Master,Child,Unknown,CA,7,5.8625,VeryHigh,Child,27.0,3_male,3_S,3_VeryHigh,Master_male,1,0
1,1,female,35.0,1,0,83.475,S,1,2,0,Small,Mrs,Adult,Unknown,None,5,41.7375,VeryHigh,Adult,35.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1
1,3,male,12.0,1,0,11.2417,C,0,2,0,Small,Master,Child,Unknown,None,4,5.62085,Mid,Child,36.0,3_male,3_C,3_Mid,Master_male,1,0
0,3,female,31.0,0,0,7.8542,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.8542,Low,Adult,93.0,3_female,3_S,3_Low,Miss_female,1,0
1,2,female,27.0,1,0,13.8583,C,0,2,0,Small,Miss,Young,Unknown,SCPARIS,13,6.92915,Mid,Adult,54.0,2_female,2_C,2_Mid,Miss_female,1,0
1,1,female,43.0,0,1,211.3375,S,1,2,0,Small,Mrs,Adult,Unknown,None,5,105.66875,VeryHigh,Middle,43.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1
0,3,female,30.5,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Adult,91.5,3_female,3_Q,3_Low,Miss_female,1,0
0,3,male,34.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,102.0,3_male,3_S,3_Mid,Mr_male,0,0
0,2,male,35.057760836171056,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,0.0,Low,Middle,70.11552167234211,2_male,2_S,2_Low,Mr_male,0,0
0,2,male,23.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,46.0,2_male,2_S,2_Mid,Mr_male,0,0
1,3,female,24.0,0,2,16.7,S,1,3,0,Small,Mrs,Adult,Unknown,Other,7,5.566666666666666,High,Adult,72.0,3_female,3_S,3_High,Mrs_female,1,0
0,2,male,39.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.0,High,Middle,78.0,2_male,2_S,2_High,Mr_male,0,0
1,2,female,24.0,0,0,13.0,S,1,1,1,Single,Miss,Young,Unknown,None,6,13.0,Mid,Adult,48.0,2_female,2_S,2_Mid,Miss_female,1,0
0,3,male,29.2502846042846,0,0,7.8292,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8292,Low,Adult,87.7508538128538,3_male,3_Q,3_Low,Mr_male,0,0
1,3,female,0.75,2,1,19.2583,C,0,4,0,Small,Miss,Young,Unknown,None,4,4.814575,High,Child,2.25,3_female,3_C,3_High,Miss_female,1,0
0,2,male,34.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,5,13.0,Mid,Adult,68.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,23.0,0,0,9.225,S,0,1,1,Single,Mr,Adult,Unknown,None,4,9.225,Mid,Adult,69.0,3_male,3_S,3_Mid,Mr_male,0,0
1,2,female,42.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,Other,10,13.0,High,Middle,84.0,2_female,2_S,2_High,Mrs_female,1,0
0,3,male,23.49003162393163,0,0,8.4583,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,8.4583,Mid,Adult,70.47009487179488,3_male,3_Q,3_Mid,Mr_male,0,0
0,3,male,22.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,5,8.05,Mid,Adult,66.0,3_male,3_S,3_Mid,Mr_male,0,0
1,2,male,0.83,0,2,29.0,S,0,3,0,Small,Master,Child,Unknown,None,6,9.666666666666666,High,Child,1.66,2_male,2_S,2_High,Master_male,1,0
0,3,female,21.61171428571429,0,0,7.55,S,0,1,1,Single,Miss,Young,Unknown,WC,10,7.55,Low,Adult,64.83514285714287,3_female,3_S,3_Low,Miss_female,1,0
0,2,male,52.0,0,0,13.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.5,Mid,Middle,104.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,17.0,1,0,7.0542,S,0,2,0,Small,Mr,Adult,Unknown,None,6,3.5271,Low,Teen,51.0,3_male,3_S,3_Low,Mr_male,0,0
1,1,male,49.0,1,0,89.1042,C,1,2,0,Small,Mr,Adult,Unknown,None,5,44.5521,VeryHigh,Middle,49.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
1,3,male,44.0,0,0,7.925,S,0,1,1,Single,Mr,Adult,Unknown,STONO ,17,7.925,Mid,Middle,132.0,3_male,3_S,3_Mid,Mr_male,0,0
1,3,male,6.0,0,1,12.475,S,1,2,0,Small,Master,Child,Unknown,None,6,6.2375,Mid,Child,18.0,3_male,3_S,3_Mid,Master_male,1,0
0,1,male,64.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,3,26.0,High,Senior,64.0,1_male,1_S,1_High,Mr_male,0,0
0,3,female,18.0,0,0,7.775,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.775,Low,Teen,54.0,3_female,3_S,3_Low,Miss_female,1,0
0,3,male,19.0,0,0,14.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,14.5,High,Adult,57.0,3_male,3_S,3_High,Mr_male,0,0
0,3,male,26.0,1,2,20.575,S,0,4,0,Small,Mr,Adult,Unknown,CA,9,5.14375,High,Adult,78.0,3_male,3_S,3_High,Mr_male,0,0
0,2,male,43.0,1,1,26.25,S,0,3,0,Small,Mr,Adult,Unknown,Other,12,8.75,High,Middle,86.0,2_male,2_S,2_High,Mr_male,0,0
0,3,male,33.799166666666665,0,0,24.15,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,24.15,High,Adult,101.3975,3_male,3_Q,3_High,Mr_male,0,0
0,3,female,23.0,0,0,7.925,S,0,1,1,Single,Miss,Young,Unknown,Other,16,7.925,Mid,Adult,69.0,3_female,3_S,3_Mid,Miss_female,1,0
0,3,male,16.0,4,1,39.6875,S,0,6,0,Medium,Mr,Adult,Unknown,None,7,6.614583333333333,VeryHigh,Teen,48.0,3_male,3_S,3_VeryHigh,Mr_male,0,0
1,1,female,36.0,0,2,71.0,S,1,3,0,Small,Miss,Young,Unknown,Other,9,23.666666666666668,VeryHigh,Middle,36.0,1_female,1_S,1_VeryHigh,Miss_female,1,1
1,1,female,22.0,0,1,55.0,S,1,2,0,Small,Miss,Young,Unknown,None,6,27.5,VeryHigh,Adult,22.0,1_female,1_S,1_VeryHigh,Miss_female,1,1
0,3,male,19.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0
1,3,female,21.89530952380952,0,0,7.8792,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.8792,Low,Adult,65.68592857142856,3_female,3_Q,3_Low,Miss_female,1,0
0,3,male,47.0,0,0,9.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.0,Mid,Middle,141.0,3_male,3_S,3_Mid,Mr_male,0,0
1,2,female,40.0,0,0,15.75,S,0,1,1,Single,Mrs,Adult,Unknown,CA,10,15.75,High,Middle,80.0,2_female,2_S,2_High,Mrs_female,1,0
0,3,female,20.0,1,0,9.825,S,0,2,0,Small,Miss,Young,Unknown,None,4,4.9125,Mid,Adult,60.0,3_female,3_S,3_Mid,Miss_female,1,0
1,2,female,36.0,1,0,26.0,S,0,2,0,Small,Mrs,Adult,Unknown,None,6,13.0,High,Middle,72.0,2_female,2_S,2_High,Mrs_female,1,0
0,3,male,18.0,1,1,7.8542,S,0,3,0,Small,Mr,Adult,Unknown,None,6,2.6180666666666665,Low,Teen,54.0,3_male,3_S,3_Low,Mr_male,0,0
0,2,male,18.0,0,0,11.5,S,0,1,1,Single,Mr,Adult,Unknown,None,5,11.5,Mid,Teen,36.0,2_male,2_S,2_Mid,Mr_male,0,0
1,3,male,32.0,0,0,56.4958,S,0,1,1,Single,Mr,Adult,Unknown,None,4,56.4958,VeryHigh,Adult,96.0,3_male,3_S,3_VeryHigh,Mr_male,0,0
0,3,male,33.0,0,0,7.8958,C,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,99.0,3_male,3_C,3_Low,Mr_male,0,0
1,1,male,35.0,0,0,26.55,C,0,1,1,Single,Mr,Adult,Unknown,None,6,26.55,High,Adult,35.0,1_male,1_C,1_High,Mr_male,0,0
0,1,male,64.0,1,4,263.0,S,1,6,0,Medium,Mr,Adult,Unknown,None,5,43.833333333333336,VeryHigh,Senior,64.0,1_male,1_S,1_VeryHigh,Mr_male,0,0
0,1,male,52.0,1,1,79.65,S,1,3,0,Small,Mr,Adult,Unknown,None,6,26.55,VeryHigh,Middle,52.0,1_male,1_S,1_VeryHigh,Mr_male,0,0
1,3,female,24.0,0,3,19.2583,C,0,4,0,Small,Mrs,Adult,Unknown,None,4,4.814575,High,Adult,72.0,3_female,3_C,3_High,Mrs_female,1,0
0,3,male,61.0,0,0,6.2375,S,0,1,1,Single,Mr,Adult,Unknown,None,6,6.2375,Low,Senior,183.0,3_male,3_S,3_Low,Mr_male,0,0
0,2,male,24.0,0,0,10.5,S,0,1,1,Single,Mr,Adult,Unknown,CA,10,10.5,Mid,Adult,48.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,43.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,8,8.05,Mid,Middle,129.0,3_male,3_S,3_Mid,Mr_male,0,0
1,2,female,34.0,0,0,10.5,S,1,1,1,Single,Mrs,Adult,Unknown,CA,10,10.5,Mid,Adult,68.0,2_female,2_S,2_Mid,Mrs_female,1,0
1,3,female,63.0,0,0,9.5875,S,0,1,1,Single,Mrs,Adult,Unknown,None,4,9.5875,Mid,Senior,189.0,3_female,3_S,3_Mid,Mrs_female,1,0
1,1,female,24.0,0,0,69.3,C,1,1,1,Single,Miss,Young,Unknown,PC,8,69.3,VeryHigh,Adult,24.0,1_female,1_C,1_VeryHigh,Miss_female,1,1
1,1,female,38.0,1,0,71.2833,C,1,2,0,Small,Mrs,Adult,Unknown,PC,8,35.64165,VeryHigh,Middle,38.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1
0,3,male,21.0,0,0,7.25,S,0,1,1,Single,Mr,Adult,Unknown,SOTONOQ,16,7.25,Low,Adult,63.0,3_male,3_S,3_Low,Mr_male,0,0
1,1,female,45.0,1,1,164.8667,S,0,3,0,Small,Mrs,Adult,Unknown,None,5,54.95556666666667,VeryHigh,Middle,45.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1
0,3,male,16.0,1,3,34.375,S,0,5,0,Medium,Mr,Adult,Unknown,WC,10,6.875,VeryHigh,Teen,48.0,3_male,3_S,3_VeryHigh,Mr_male,0,0
1,3,male,20.0,1,0,7.925,S,0,2,0,Small,Mr,Adult,Unknown,STONO ,17,3.9625,Mid,Adult,60.0,3_male,3_S,3_Mid,Mr_male,0,0
0,2,male,32.65033333333333,0,0,15.05,C,0,1,1,Single,Mr,Adult,Unknown,SCPARIS,13,15.05,High,Adult,65.30066666666666,2_male,2_C,2_High,Mr_male,0,0
0,3,female,41.0,0,5,39.6875,S,0,6,0,Medium,Mrs,Adult,Unknown,None,7,6.614583333333333,VeryHigh,Middle,123.0,3_female,3_S,3_VeryHigh,Mrs_female,1,0
0,2,male,30.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,60.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,29.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Adult,87.0,3_male,3_S,3_Mid,Mr_male,0,0
0,3,female,3.0,3,1,21.075,S,0,5,0,Medium,Miss,Young,Unknown,None,6,4.215,High,Child,9.0,3_female,3_S,3_High,Miss_female,1,0
1,2,male,3.0,1,1,26.0,S,1,3,0,Small,Master,Child,Unknown,None,6,8.666666666666666,High,Child,6.0,2_male,2_S,2_High,Master_male,1,0
0,2,male,54.0,1,0,26.0,S,0,2,0,Small,Rare,Varied,Unknown,None,6,13.0,High,Middle,108.0,2_male,2_S,2_High,Rare_male,0,0
0,3,male,28.0,2,0,7.925,S,0,3,0,Small,Mr,Adult,Unknown,None,7,2.6416666666666666,Mid,Adult,84.0,3_male,3_S,3_Mid,Mr_male,0,0
0,3,male,36.0,0,0,7.4958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.4958,Low,Middle,108.0,3_male,3_S,3_Low,Mr_male,0,0
1,1,male,48.0,0,0,26.55,S,1,1,1,Single,Mr,Adult,Unknown,None,5,26.55,High,Middle,48.0,1_male,1_S,1_High,Mr_male,0,0
1,3,female,31.0,0,0,8.6833,S,0,1,1,Single,Mrs,Adult,Unknown,None,6,8.6833,Mid,Adult,93.0,3_female,3_S,3_Mid,Mrs_female,1,0
0,3,male,26.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,78.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,6.655875000000001,3,1,25.4667,S,0,5,0,Medium,Master,Child,Unknown,None,4,5.0933399999999995,High,Child,19.967625,3_male,3_S,3_High,Master_male,1,0
1,3,male,0.42,0,1,8.5167,C,0,2,0,Small,Master,Child,Unknown,None,4,4.25835,Mid,Child,1.26,3_male,3_C,3_Mid,Master_male,1,0
0,3,female,25.0,0,0,7.775,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.775,Low,Adult,75.0,3_female,3_S,3_Low,Miss_female,1,0
0,1,male,45.375,0,0,52.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,52.0,VeryHigh,Middle,45.375,1_male,1_S,1_VeryHigh,Mr_male,0,0
0,3,male,38.0,0,0,8.6625,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.6625,Mid,Middle,114.0,3_male,3_S,3_Mid,Mr_male,0,0
0,3,male,29.748183707398017,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,A,9,8.05,Mid,Adult,89.24455112219405,3_male,3_S,3_Mid,Mr_male,0,0
1,3,male,24.919700000000002,1,1,15.2458,C,0,3,0,Small,Master,Child,Unknown,None,4,5.081933333333333,High,Adult,74.7591,3_male,3_C,3_High,Master_male,0,0
0,3,male,15.0,1,1,7.2292,C,0,3,0,Small,Mr,Adult,Unknown,None,4,2.409733333333333,Low,Teen,45.0,3_male,3_C,3_Low,Mr_male,1,0
0,2,male,35.0,0,0,26.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,26.0,High,Adult,70.0,2_male,2_S,2_High,Mr_male,0,0
0,3,male,32.323532994782994,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,96.97059898434898,3_male,3_S,3_Low,Mr_male,0,0
0,1,male,24.0,0,0,79.2,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,79.2,VeryHigh,Adult,24.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
0,1,male,36.0,0,0,40.125,C,1,1,1,Single,Mr,Adult,Unknown,None,5,40.125,VeryHigh,Middle,36.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
1,3,female,22.0,0,0,7.775,S,0,1,1,Single,Miss,Young,Unknown,None,6,7.775,Low,Adult,66.0,3_female,3_S,3_Low,Miss_female,1,0
1,1,male,50.0,2,0,133.65,S,0,3,0,Small,Rare,Varied,Unknown,PC,8,44.550000000000004,VeryHigh,Middle,50.0,1_male,1_S,1_VeryHigh,Rare_male,0,0
0,3,male,47.23933016983016,0,0,7.75,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.75,Low,Middle,141.71799050949048,3_male,3_Q,3_Low,Mr_male,0,0
0,3,male,45.5,0,0,7.225,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.225,Low,Middle,136.5,3_male,3_C,3_Low,Mr_male,0,0
0,3,male,33.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Adult,99.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,19.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,57.0,3_male,3_S,3_Low,Mr_male,0,0
0,2,male,18.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Teen,36.0,2_male,2_S,2_Mid,Mr_male,0,0
1,3,female,16.0,0,0,7.75,Q,0,1,1,Single,Miss,Young,Unknown,None,6,7.75,Low,Teen,48.0,3_female,3_Q,3_Low,Miss_female,1,0
1,1,male,46.653571428571425,0,0,30.0,S,1,1,1,Single,Mr,Adult,Unknown,None,5,30.0,High,Middle,46.653571428571425,1_male,1_S,1_High,Mr_male,0,0
1,1,male,53.26489285714287,0,0,29.7,C,1,1,1,Single,Mr,Adult,Unknown,None,5,29.7,High,Middle,53.26489285714287,1_male,1_C,1_High,Mr_male,0,0
1,1,male,48.0,1,0,76.7292,C,1,2,0,Small,Mr,Adult,Unknown,PC,8,38.3646,VeryHigh,Middle,48.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
0,3,male,22.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Adult,66.0,3_male,3_S,3_Low,Mr_male,0,0
0,1,male,29.0,0,0,30.0,S,1,1,1,Single,Mr,Adult,Unknown,None,6,30.0,High,Adult,29.0,1_male,1_S,1_High,Mr_male,0,0
0,1,male,55.53436904761906,0,0,25.925,S,0,1,1,Single,Mr,Adult,Unknown,PC,8,25.925,High,Middle,55.53436904761906,1_male,1_S,1_High,Mr_male,0,0
0,1,male,38.0,0,1,153.4625,S,1,2,0,Small,Mr,Adult,Unknown,PC,8,76.73125,VeryHigh,Middle,38.0,1_male,1_S,1_VeryHigh,Mr_male,0,0
0,3,male,44.0,0,0,8.05,S,0,1,1,Single,Mr,Adult,Unknown,None,6,8.05,Mid,Middle,132.0,3_male,3_S,3_Mid,Mr_male,0,0
1,2,male,3.0,1,1,18.75,S,0,3,0,Small,Master,Child,Unknown,None,5,6.25,High,Child,6.0,2_male,2_S,2_High,Master_male,1,0
1,1,female,18.0,1,0,227.525,C,1,2,0,Small,Mrs,Adult,Unknown,PC,8,113.7625,VeryHigh,Teen,18.0,1_female,1_C,1_VeryHigh,Mrs_female,1,1
0,1,male,18.0,1,0,108.9,C,1,2,0,Small,Mr,Adult,Unknown,PC,8,54.45,VeryHigh,Teen,18.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
0,3,male,34.30214285714286,1,0,24.15,Q,0,2,0,Small,Mr,Adult,Unknown,None,6,12.075,High,Adult,102.90642857142859,3_male,3_Q,3_High,Mr_male,0,0
0,3,male,2.0,3,1,21.075,S,0,5,0,Medium,Master,Child,Unknown,None,6,4.215,High,Child,6.0,3_male,3_S,3_High,Master_male,1,0
1,1,male,35.0,0,0,512.3292,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,512.3292,VeryHigh,Adult,35.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
0,3,male,74.0,0,0,7.775,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.775,Low,Senior,222.0,3_male,3_S,3_Low,Mr_male,0,0
1,2,male,31.0,0,0,13.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,13.0,Mid,Adult,62.0,2_male,2_S,2_Mid,Mr_male,0,0
0,3,male,28.5,0,0,16.1,S,0,1,1,Single,Mr,Adult,Unknown,None,5,16.1,High,Adult,85.5,3_male,3_S,3_High,Mr_male,0,0
0,1,male,56.0,0,0,30.6958,C,1,1,1,Single,Mr,Adult,Unknown,None,5,30.6958,High,Middle,56.0,1_male,1_C,1_High,Mr_male,0,0
0,3,male,26.0,1,0,7.8542,S,0,2,0,Small,Mr,Adult,Unknown,None,6,3.9271,Low,Adult,78.0,3_male,3_S,3_Low,Mr_male,0,0
1,3,male,32.0,0,0,7.8542,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8542,Low,Adult,96.0,3_male,3_S,3_Low,Mr_male,0,0
1,3,male,25.252799873737366,0,0,7.2292,C,0,1,1,Single,Mr,Adult,Unknown,None,4,7.2292,Low,Adult,75.7583996212121,3_male,3_C,3_Low,Mr_male,0,0
1,1,male,40.0,0,0,31.0,C,1,1,1,Single,Mr,Adult,Unknown,None,6,31.0,High,Middle,40.0,1_male,1_C,1_High,Mr_male,0,0
1,1,male,27.0,0,0,76.7292,C,1,1,1,Single,Mr,Adult,Unknown,PC,8,76.7292,VeryHigh,Adult,27.0,1_male,1_C,1_VeryHigh,Mr_male,0,0
0,3,male,29.19242857142857,0,0,15.5,Q,0,1,1,Single,Mr,Adult,Unknown,None,5,15.5,High,Adult,87.57728571428572,3_male,3_Q,3_High,Mr_male,0,0
0,3,male,38.0,0,0,7.8958,S,0,1,1,Single,Mr,Adult,Unknown,None,6,7.8958,Low,Middle,114.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,1.0,4,1,39.6875,S,0,6,0,Medium,Master,Child,Unknown,None,7,6.614583333333333,VeryHigh,Child,3.0,3_male,3_S,3_VeryHigh,Master_male,1,0
0,2,male,35.057760836171056,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,None,6,0.0,Low,Middle,70.11552167234211,2_male,2_S,2_Low,Mr_male,0,0
0,3,male,30.248197961760457,0,0,7.7292,Q,0,1,1,Single,Mr,Adult,Unknown,None,6,7.7292,Low,Adult,90.74459388528138,3_male,3_Q,3_Low,Mr_male,0,0
1,2,male,0.67,1,1,14.5,S,0,3,0,Small,Master,Child,Unknown,None,6,4.833333333333333,High,Child,1.34,2_male,2_S,2_High,Master_male,1,0
0,3,male,33.99775,1,0,15.5,Q,0,2,0,Small,Mr,Adult,Unknown,None,6,7.75,High,Adult,101.99325000000002,3_male,3_Q,3_High,Mr_male,0,0
1,3,female,2.0,0,1,12.2875,S,0,2,0,Small,Miss,Young,Unknown,None,7,6.14375,Mid,Child,6.0,3_female,3_S,3_Mid,Miss_female,1,0
1,3,female,18.0,0,0,9.8417,S,0,1,1,Single,Miss,Young,Unknown,None,4,9.8417,Mid,Teen,54.0,3_female,3_S,3_Mid,Miss_female,1,0
1,1,female,51.0,1,0,77.9583,S,1,2,0,Small,Mrs,Adult,Unknown,None,5,38.97915,VeryHigh,Middle,51.0,1_female,1_S,1_VeryHigh,Mrs_female,1,1
0,2,male,29.0,1,0,27.7208,C,0,2,0,Small,Mr,Adult,Unknown,SCPARIS,13,13.8604,High,Adult,58.0,2_male,2_C,2_High,Mr_male,0,0
0,3,male,49.0,0,0,0.0,S,0,1,1,Single,Mr,Adult,Unknown,Other,4,0.0,Low,Middle,147.0,3_male,3_S,3_Low,Mr_male,0,0
0,3,male,24.0,0,0,9.5,S,0,1,1,Single,Mr,Adult,Unknown,None,6,9.5,Mid,Adult,72.0,3_male,3_S,3_Mid,Mr_male,0,0
